epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
159,38409.9,0.04399,0.33133,0.89763,0.7259,0.80198,0.83429,0.83012,0.03462,0.63036,1.04191,0.004786,0.004786,0.004786
160,38646.3,0.04367,0.32099,0.89828,0.72514,0.80144,0.83382,0.82949,0.03412,0.63255,1.04193,0.004753,0.004753,0.004753
161,38882.5,0.04389,0.32566,0.89738,0.72474,0.80082,0.83301,0.82817,0.03432,0.63558,1.04195,0.00472,0.00472,0.00472
162,39119.2,0.04315,0.32688,0.89801,0.72379,0.80173,0.83238,0.82697,0.03431,0.63901,1.04196,0.004687,0.004687,0.004687
163,39355.8,0.04424,0.32031,0.8991,0.72444,0.80031,0.83208,0.82612,0.03406,0.64183,1.04198,0.004654,0.004654,0.004654
164,39592.6,0.04323,0.31412,0.89756,0.72618,0.79638,0.83174,0.82523,0.03366,0.64445,1.042,0.004621,0.004621,0.004621
165,39829.4,0.0433,0.312,0.89947,0.72718,0.79393,0.83117,0.82458,0.03351,0.64671,1.04201,0.004588,0.004588,0.004588
166,40065.5,0.04396,0.31489,0.8991,0.72674,0.79436,0.831,0.82401,0.03347,0.64902,1.04209,0.004555,0.004555,0.004555
167,40302.2,0.04362,0.30537,0.90007,0.72924,0.7919,0.83093,0.82363,0.0333,0.65091,1.04214,0.004522,0.004522,0.004522
168,40538.8,0.0435,0.30029,0.89667,0.72921,0.79288,0.83151,0.82367,0.0333,0.65339,1.04218,0.004489,0.004489,0.004489
169,40774.8,0.04381,0.30113,0.89782,0.72958,0.79243,0.83222,0.82369,0.0333,0.65545,1.04222,0.004456,0.004456,0.004456
170,41010.7,0.04329,0.29927,0.89973,0.73128,0.79148,0.83257,0.82353,0.03318,0.65642,1.04228,0.004423,0.004423,0.004423
171,41246,0.04305,0.30057,0.89837,0.73264,0.79034,0.83301,0.82343,0.03307,0.65827,1.04229,0.00439,0.00439,0.00439
172,41481.2,0.04321,0.29437,0.8975,0.73337,0.78969,0.83303,0.82249,0.03268,0.66073,1.04231,0.004357,0.004357,0.004357
173,41717.2,0.04319,0.28879,0.89633,0.73209,0.79025,0.83319,0.82164,0.03274,0.66463,1.04242,0.004324,0.004324,0.004324
174,41953.4,0.04307,0.29522,0.89737,0.73185,0.79006,0.83308,0.82109,0.03249,0.66835,1.04245,0.004291,0.004291,0.004291
175,42189.1,0.0417,0.29194,0.89785,0.73154,0.79019,0.83306,0.8202,0.03263,0.67136,1.04255,0.004258,0.004258,0.004258
176,42425.4,0.04214,0.28761,0.90035,0.73344,0.78821,0.8332,0.81958,0.0326,0.67452,1.0426,0.004225,0.004225,0.004225
177,42661.9,0.04235,0.29166,0.89905,0.73458,0.78731,0.8333,0.81951,0.03318,0.67856,1.04271,0.004192,0.004192,0.004192
178,42898.1,0.04271,0.27424,0.89637,0.73534,0.78609,0.83311,0.81848,0.03305,0.68201,1.04277,0.004159,0.004159,0.004159
179,43134.1,0.0425,0.28886,0.89734,0.73517,0.78535,0.83305,0.81787,0.03329,0.6859,1.04287,0.004126,0.004126,0.004126
180,43369.9,0.0418,0.28524,0.8986,0.7349,0.78603,0.83261,0.81691,0.03321,0.68925,1.04295,0.004093,0.004093,0.004093
181,43606.3,0.04193,0.27942,0.90072,0.73455,0.78701,0.83245,0.81633,0.03344,0.69231,1.04303,0.00406,0.00406,0.00406
182,43842.9,0.0421,0.28119,0.89638,0.73451,0.7871,0.83244,0.81591,0.03307,0.69412,1.04308,0.004027,0.004027,0.004027
183,44079,0.04145,0.26846,0.89939,0.73292,0.78811,0.83245,0.81548,0.03307,0.69605,1.04313,0.003994,0.003994,0.003994
184,44315.8,0.04095,0.27093,0.89934,0.7323,0.78946,0.83231,0.81498,0.03275,0.69835,1.04314,0.003961,0.003961,0.003961
185,44551.9,0.04103,0.26604,0.89738,0.73232,0.78955,0.83222,0.8144,0.03313,0.70066,1.04317,0.003928,0.003928,0.003928
